Date received,Product,Sub-product,Issue,Sub-issue,Consumer complaint narrative,Company public response,Company,State,ZIP code,Tags,Consumer consent provided?,Submitted via,Date sent to company,Company response to consumer,Timely response?,Consumer disputed?,Complaint ID
12/30/2015,Prepaid card,Mobile wallet,Unauthorized transactions/trans. issues,,"I called customer service on XXXX/XXXX/15 to report an unauthorized transaction to my permanent XXXX visa XXXX prepaid visa card. The transaction was for XXXX from XXXX. I WAS TOLD THAT I WAS CURRENTLY UNABLE TO DISPUTE THE TRANSACTION. THAT I WOULD NEED TO CONTACT THEM IN A WEEK OR SO ONCE THE TRANSACTION HAD CLEARED MY ACCOUNT. THEY ALSO SUGGESTED THAT I BLOCK MY CARD. I STATED THAT I NEEDED TO GO TO THE ATM MACHINE AND REMOVE MY MONEY AND THAT I WOULD CALL BACK ONCE I HAD DONE SO TO BLOCK THE CARD. I ARRIVED AT THE ATM MACHINE TO REMOVE MY FUNDS AND MY CARD HAD BEEN BLOCKED. I PLACED A SECOND CALL AND WAS INFORMED SORRY YOU HAVE NO MONEY WE WILL MAIL YOU A NEW CARD. SO NOT ONLY AM I NOT ABLE TO DISPUTE A FRAUDLENT TRANSACTION BUT I HAVE NO MONEY. I WAS INFORMED BY THE ESCALATION DESK TO GO TO A LOCAL CHURCH FOR MONEY OR FOOD AND TO PUT GAS IN MY CAR OR TO BARROW FROM A TRUSTED FRIEND, OR GO TO A CHECK CASHING PLACE. SO HOW CAN THEY BLOCK MY CARD FOR FRAUD IF THEY WONT ALLOW ME TO DISPUTE THE TRANSACTION TILL THE FRAUDULANT PEOPLE ALREADY HAVE MY MONEY. THEN THE FRAUD PROCESS TAKES 14 BUSINESS DAYS AND NO GUARENTEE THAT THEY WILL RULE IN MY FAVOR OR GIVE MY MONEY BACK. 
",Company chooses not to provide a public response,U.S. Bancorp,OH,439XX,,Consent provided,Web,01/04/2016,Closed with monetary relief,Yes,No,1719401
12/30/2015,Prepaid card,General purpose card,Unauthorized transactions/trans. issues,,"had a withdrawal of XXXX on my amex serve card at a place Ive never been, I sent in what they asked twiced I have a paper trail of this happen in my phone, they were rude and closed my acct. 
",,Amex,SC,297XX,,Consent provided,Web,01/05/2016,Closed with monetary relief,Yes,No,1721322
12/02/2015,Prepaid card,General purpose card,"Overdraft, savings or rewards features",,"I was issued a {$50.00} prepaid debit card through a rewards program with Pentagon Federal Credit Union. The card expired XXXX with none of the money ever spent. I am now being told by the phone number on the card ( XXXX ) and PenFed rewards program ( XXXX ) that none of them are able to refund my money or issue a non-expired replacement card. The rewards card # is XXXX 
",Company chooses not to provide a public response,Pentagon FCU,UT,841XX,,Consent provided,Web,12/08/2015,Closed with monetary relief,Yes,No,1679207
12/08/2015,Prepaid card,General purpose card,Unauthorized transactions/trans. issues,,"I had a US Bank Visa gift card that was obviously tampered when I removed it from otherwise pristine packaging because the gummy gel used to hold it in the packaging was clearly all wrong. It was n't activated properly, but even after getting help activating the card, the magnetic stripe had been demagnetized so I could not use it. I called US Bank Visa Card services to replace it about 2 weeks ago free of charge, and it has not been replaced, despite having faxed everything they asked for. 
",Company chooses not to provide a public response,U.S. Bancorp,CA,926XX,,Consent provided,Web,12/14/2015,Closed with explanation,Yes,No,1688055
12/23/2015,Prepaid card,General purpose card,Unauthorized transactions/trans. issues,,"I recently ordered items from XXXX for XXXX. Upon realizing that they would not be delivered in time for the holidays, I cancelled the orders. Unfortunately, the payment authorization holds that were placed by XXXX remained on my RushCard account. I contacted XXXX Customer Service and they assured me that the money had not been withdrawn, as all my orders were cancelled. Upon calling RushCard Customer Service, they stated they would need verbal authorization from the merchant stating all orders/totals had been cancelled. We participated in a conference call with XXXX and they confirmed the needed information. When speaking with the RushCard representative afterward, he stated that since my account had not been open six months, he could not do anything. Because of RushCard 's policy regarding this, I will not receive my money for TEN DAYS. I need this money to finish my children 's XXXX shopping, which was my intent when I cancelled the orders. 
",,"Empowerment Ventures, LLC",KY,411XX,,Consent provided,Web,12/29/2015,Closed with explanation,Yes,No,1715179
12/23/2015,Prepaid card,General purpose card,"Managing, opening, or closing account",,"Several weeks ago I opened American Express Serve Free Reloads prepaid account XXXX with card number XXXX XXXX XXXX. Yesterday, Amex suspended my account and has been stonewalling me since. 

I had a balance of {$1600.00} in my XXXX XXXX account and wanted to withdraw it into a bank account - which is a feature of the card. Very quickly afterwards and without any warning, I received email that my account has been suspended because of violations of Member Agreement. 

Calling Amex XXXX Account Protection Services yields nothing. They claim that the decision is final and they ca n't do anything about it. They refuse to explain what happened, what I did wrong ( just point to section XXXX which is very broad and non-descriptive ), and refuse to escalate to a supervisor or say what can be done to cure the account to a good standing. It 's a complete stonewalling. 

Additionally, because the account is suspended and not closed, I ca n't reapply for a new account with Amex XXXX as any old account must be closed. 

I request that Amex XXXX either a ) re-activates my account in good standing ( I 'm willing to work with Amex to clear any misunderstanding ) or b ) closes my existing account and allows me to re-apply for a new account. 

I 'm particularly upset that Amex XXXX did n't give me any warning of account suspension, did n't give me any explanation, or a chance to resolve the issue. 

Sincerely, XXXX XXXX 
",,Amex,NY,112XX,,Consent provided,Web,12/29/2015,Closed with explanation,Yes,Yes,1714975
12/19/2015,Prepaid card,General purpose card,Unauthorized transactions/trans. issues,,"For some time, I have been having tremendous problems with American Express Serve I can not get anything put into dispute, no matter the situation. The customer service representatives are rude, disrespectful, and adamant about not doing their jobs, despite the fact I am NOT being rude to them. For instance, day-before-yesterday, I called to put some items in dispute - charges I did not recognize. I spoke to XXXX, who immedIately said she would review my account. Go over the entire account! Huhn!!!! Just because I wanted to dispute items? What does one have to do with the other??? She was disrespectful - and told me she needed to transfer me to account protection. XXXX is a supervisor. You 're telling me that she does NOT have the power to dispute charges and needed to transfer me? I want HER FIRED, because of rudeness and dereliction of duty! I want the abuse from Serve to stop. I have already made the decision to leave and are waiting to get my new pre-paid card. 
",,Amex,NY,100XX,,Consent provided,Web,12/21/2015,Closed with explanation,Yes,No,1708611
12/19/2015,Prepaid card,General purpose card,Unauthorized transactions/trans. issues,,"I just filed two complaints with this bureau about Serve. The original charges I have tried to get disputed and could not, I am in the process of trying again. AND ONCE AGAIN, I AM BEING SHAFTED AND REFUSED THE RIGHT TO DISPUTE FRAUDULENT CHARGES!!! THE PEOPLE WHO HAVE REFUSED ARE : XXXX, XXXX, XXXX, XXXX, AND XXXX, WHO ARE GIVING ME THE SAME XXXX ABOUT AS REP 'S THEY DO N'T DO THAT. XXXX even connected me to the Account Protection, WHICH WAS CLOSED!!!!!!!! I 'M SICK OF THIS!!! I wa n't these amounts put into dispute : XXXX/XXXX/2015 : J. Department, {$10.00} ; XXXX/XXXX/2015 : XXXX, {$4.00} ; XXXX/XXXX/2015 : XXXX XXXX, XXXX ; XXXX/XXXX/2015 : XXXX XXXX, {$11.00} & XXXX. They 're giving me all kinds of lies. A couple of weeks ago, I was successful at getting something put into dispute. Now, suddenly, this policy does not apply and I need to speak to account protection. This is GARBAGE AND THEY KNOW IT!! 
",,Amex,NY,100XX,,Consent provided,Web,12/21/2015,Closed with explanation,Yes,No,1709176
12/24/2015,Prepaid card,Transit card,Unauthorized transactions/trans. issues,,"Rushcard. 
I have XXXX accounts with rush card. I used the mobile app to transfer money from one account to the next. The next day I checked the account the money had been transfered to ( XXXX ), and my account was missing over XXXX. The XXXX acct shows XXXX completed transactions. XXXX for XXXX, and another for XXXX. Rushcard took money from one of my accounts because their system was behind and did not calculate my purchases on the other card ( XXXX ) from the previous day. One account has nothing to do with the other. You can not take money from an unrelated account due to a system error on your part. This comes AFTER the issue of not being able to buy food for my children and gas to get to work for 2 days, due to the inability to access my funds in XX/XX/XXXX. 
",,"Empowerment Ventures, LLC",CA,923XX,,Consent provided,Web,12/29/2015,Closed with monetary relief,Yes,No,1716824
12/24/2015,Prepaid card,General purpose card,Fees,,"Without receiving any notification that my account had gone inactive I was charged a {$2.00} a month inactive fee. I went to use my card this month and apparently the {$23.00} I had on it had been drained out slowly by this fee. After calling the company they refused to refund my money. 
",Company chooses not to provide a public response,U.S. Bancorp,NC,287XX,,Consent provided,Web,12/29/2015,Closed with explanation,Yes,No,1716861
12/31/2015,Prepaid card,Mobile wallet,Fees,,"In the process of making a purchase over the internet through a small business commerce site I signed up for Paypal yet did not clearly understand that I had to use a credit line for the purchase. I was contacted by a collection service to pay off the remaining balance which I did during that phone call. Looking back at the process I would like to know if the extremely high interest rate I paid for the lats month of the credit line was actually legal? 
",,"PayPal Holdings, Inc.",NM,875XX,,Consent provided,Web,01/05/2016,Closed with explanation,Yes,No,1721395
01/06/2016,Prepaid card,General purpose card,Unauthorized transactions/trans. issues,,"I received an American Express Serve Prepaid debit card. Not too long after, a fraudulent charge of XXXX was withdrawn from my account from a ATM in XXXX. However, I reside in XXXX. After speaking to various customer service representatives, supervisors, managers and so forth my dispute was not honored. They will not give me a feasible reason as to why. I asked them how could this happen when I have my card in my possession and they are well aware that I have no access to an ATM in XXXX. Moreover, all of my transactions were made in XXXX XXXX, XXXX. This transaction does not add up and they refuse to reimburse my XXXX. Furthermore, they have blocked my account in which I have my direct deposit linked to this card. I still have funds on that account that I can not use. The representatives are poorly trained and whenever I speak to them they are either fully unaware of what is happening with my account or some information is missing. Not only is this an inconvenience but it has also caused financial hardship. I am unable to pay any of my bills and the situation occurred a week before XXXX. 
",,Amex,CA,903XX,,Consent provided,Web,01/11/2016,Closed with monetary relief,Yes,No,1729984
12/26/2015,Prepaid card,General purpose card,"Managing, opening, or closing account",,"I purchased a prepaid credit card from XXXX when I opened the package i did not like terms of service and fees so I asked for a refund of my money. Was refused and told I have to use the card. I then tried to register it and the site said it was expired so I called the company and was told I have to purchase a New card and pay for it. I refused. I called several times and finally It took over a year to receive the new card with no fee and when I did I registered it and checked the balance. It was {$0.00} so I called them and was told that the maitence fee used up my balance. I never had a chance to use the card. 
",Company believes it acted appropriately as authorized by contract or law,"NetSpend Corporation,  a TSYS Company",IN,463XX,,Consent provided,Web,12/30/2015,Closed with explanation,Yes,No,1717031
01/18/2016,Prepaid card,Other special purpose card,"Managing, opening, or closing account",,"These cards are still the latest crusade for financial institutions to steal as much as they can from consumers ... They do it in the name of fees but the reality is they are taking money that does n't belong to them and without our express consent and with terms and conditions in the smallest print possible ... They offer companies these cards at a discount knowing a great number wo n't be used and they can keep the money ... I would like the cards 'refreshed ' and if really care to add a little convenience, perhaps put the balances on XXXX card. The account numbers are : XXXX {$70.00}, not worth {$52.00}. XXXX {$50.00}, now worth {$40.00}. XXXX {$80.00}, now XXXX, XXXX {$40.00}, now {$8.00}, XXXX, {$20.00}, now XXXX. 
",,Amex,FL,336XX,,Consent provided,Web,01/21/2016,Closed with explanation,Yes,Yes,1746868
12/15/2015,Prepaid card,Mobile wallet,Unauthorized transactions/trans. issues,,"XXXX XXXX I purchased XXXX {$500.00} XXXX XXXX XXXX reloadable prepaid cards ( {$3.00} activation fee ) from XXXX. These cards are provided by InComm. The cards were activated and loaded. 

I did not attempt to load the cards into my account until XXXX XXXX, finding the funds of the first card had been removed. I immediately called the number on the back of the card ( InComm ) and scratched off the material to reveal the PIN while on the phone with their representative, to find the money removed as well. 

The cards have only ever been at my home and the XXXX XXXX sheriff 's office. I am the person who scratched the material off to reveal the PIN. I am a long time XXXX and XXXX user, technically savvy, with a degree XXXX. I work XXXX. I have a history of usage of these cards in my account to demonstrate my usage and knowledge about them. 

I am the victim of some type of fraud where it appears access was gained to my PIN. This could have been low tech ( tampering with the card ) to medium ( rogue employee at InComm with access to information ) to more sophisticated ( breach of InComm data. ) InComm 's position per XXXX XXXX ( XXXXXXXXXXXX ) is that because the money was loaded to many accounts, that this is an indicator that I got scammed and gave someone my PIN, and that InComm is not liable for making me whole because of this. 

I agree that that activity is suspicious and indicative of fraud and money laundering techniques designed to make the money hard to track and retrieve. It is likely that the money is gone and that compromised accounts were used as first line recipients of the money. I believe tracking down the criminals is unlikely to result in recovery of money or finding the perpetrators and believe this to be a criminal matter whose responsibility for further investigation is InComm 's. 

Although this suspicious activity is indicative of fraud, it provides no indication as to how the PIN was obtained to access money, nor indicative of any fault of mine as a cardholder. Furthermore, credit cards have XXXX nightly batch as well as in now real time are able to hold transactions as suspicious behavior is encountered. If InComm has discovered a pattern of suspicious activity, they can implement similar measures to protect their cardholders. However they have been negligent in doing so. Their position on this matter is not based on data that supports it, but on it being a conclusion they want to reach because they do not perceive themselves to be liable if a cardholder provided a PIN. 

I loaded this money into the card with the expectation that it would be safe. InComm has been negligent in XXXX making me whole as well as making a real effort to protect cardholders, with a culture of blaming the victim rather than improving their product. This can be seen in other examples of similar products they sell as well as this particular product. XXXX XXXX CASE # : XXXX, XXXX XXXX ) I have been in contact with the company privately but thus far they have refused to provide any relief. I am the victim of fraud and an unauthorized financial transfer from my account due to InComm 's negligence in both preventing and resolving fraud. 

Furthermore, I also believe this error resolution to be in violation of Regulation E - Electronic Fund Transfer Act. Per Subpart A, V. Consumer Liability and Error Resolution ( XXXX CFR XXXX, XXXX ) I believe InComm is in non-compliance with the federal regulation and has not attempted to follow any error resolution procedures. I have also found victims similar to myself who are in the same situation. 
",,"Incomm Holdings, Inc.",IL,600XX,,Consent provided,Web,01/14/2016,Closed with explanation,No,No,1697740
01/19/2016,Prepaid card,General purpose card,Unauthorized transactions/trans. issues,,"I ordered XXXX {$300.00} visa prepaid card on XXXX ( order # XXXX ) on XXXX/XXXX/15. The order is supposed to be fulfilled by XXXX. I called XXXX on XXXX/XXXX/15 because I did not receive the prepaid cards. Agent requested me to wait until XXXX/XXXX/15. I called again on XXXX/XXXX/15, and agent agreed to void the old cards and ship XXXX new cards ( Call Reference # XXXX ). I called XXXX again on XX/XX/XXXX, agent said that they have not resent the prepaid cards, but they agreed to send it soon ( Call Reference # XXXX ). I received a phone call from XXXX on XX/XX/XXXX, and they stated that those cards have been used already. I requested a full refund on XXXX/XXXX/15 ( Ticket # XXXX ). 
",,Blackhawk Network Holdings Inc.,CA,928XX,,Consent provided,Web,02/18/2016,Closed with explanation,Yes,Yes,1746877
12/15/2015,Prepaid card,General purpose card,"Managing, opening, or closing account",,"Hello - I am a American express credit card member and have a XXXX credit card. 

For the last many months, Amex has been sending me emails on Serve prepaid card and has also send me a physical copy of the card. 
After waiting on the line for 75 minutes, when I requested them to close the card as I did not request for it, they came back saying that unless I spend a minimum of {$50.00} on the card, they would not be able to take any action on this card. 

1. I never requested for the card 2. I keep getting unwarranted emails from them 3. After spending more than an hour on the phone, I am told that I am not authorized to close the card that I did not ask in the first place. 

I am not sure I understand the logic here. 
",,Amex,TX,750XX,,Consent provided,Web,12/17/2015,Closed with explanation,Yes,No,1697877
01/19/2016,Prepaid card,ID prepaid card,Unauthorized transactions/trans. issues,,"Purchased prepaid card on XXXX/XXXX/XXXX from XXXX. 
Did not use card until XXXX. 
Apparently someone else used the card number in XXXX to purchase goods or services AND registered this card number under their own name. Called issuer on XXXX/XXXX/XXXX. Issuer was vague and unresponsive. Suggested I fax in supporting documents, which I did on same date. 
It appears that this card number may have been issued twice. 
Issuer has failed to respond to my fax. 
",Company chooses not to provide a public response,U.S. Bancorp,FL,334XX,,Consent provided,Web,01/21/2016,Closed with explanation,Yes,Yes,1748693
01/07/2016,Prepaid card,General purpose card,Fees,,"American Express Gift Cards charged {$60.00} in inactivity fees on a {$100.00} balance card, received in 2005 and never activated. 

I have some repsonsibility for losing track of the card. XXXX of the balance in fees is excessive. Amex reversed the last $ XXXX monthly fee and reissued a card with a {$40.00} balance. I 'm not satisfied. 

Current Amex Gift Card policy, prominently displayed on the website, is "" No inactivity fees or other fees after purchase '' and "" Funds do not expire '' [ 1 ]. 

There was even a class action [ 2 ] settlement. All action dates have passed. I did n't find out about it until after I discovered the card and reduced balance. 

We have XXXX of these cards. Only XXXX has been addressed with Amex. I respectfully request the complaint cover both. 

[ 1 ] XXXX [ 2 ] XXXX 
",,Amex,TX,761XX,Servicemember,Consent provided,Web,01/12/2016,Closed with explanation,Yes,No,1732400
01/25/2016,Prepaid card,General purpose card,Unauthorized transactions/trans. issues,,"A company called XXXX used my prepaid card to charge my account, they where not authorized to use the card. I called American Express Bluebird cards who refused to do anything about it. 
",,Amex,MN,553XX,,Consent provided,Web,02/01/2016,Closed with monetary relief,Yes,No,1756569
01/26/2016,Prepaid card,General purpose card,"Advertising, marketing or disclosures",,"i keep receiving emails from Netspend prepaid XXXX, this is their email : XXXXXXXXXXXX They keep coming ( XXXX so far ) thanking me for applying ; i will be receiving my card soon ; directions on how to activate. I DID NOT APPLY FOR A CARD FROM THEM OR ANYONE ELSE. I called all XXXX credit companies and put a 90 day fraud alert also paid {$5.00} to freeze XXXX of them. I did save the emails but was careful NOT to go to click link. I did cut and paste the first XXXX to address bar to check out who they were. It looked like a legit site and said if you receive unsolicited emails from them it was phishing and to forward the email so i did. But probably a mistake on my part because as stated above i keep receiving them. I have Not received a card as of today XXXX/XXXX/16 
",Company believes it acted appropriately as authorized by contract or law,"NetSpend Corporation,  a TSYS Company",MA,023XX,,Consent provided,Web,02/01/2016,Closed with explanation,Yes,No,1757908
02/14/2016,Prepaid card,Payroll card,"Managing, opening, or closing account",,"I have been with Rushcard since XXXX, and this year as been the worst experience I have had with this company. In XXXX of XXXX I received XXXX fraudulent charges from XXXX different XXXX in GA within a minute apart. At the time of the charges I was at work in XXXX, FL. I contacted Rushcard and reported the charges. They advised me I had to fill a form and send it back and after 10 days I will receive a provisional credit. I received the credit. Fast forward to XXXX XXXX and i was charged again for the same charges, being advised that they did not find anything wrong with these charges, but they can not advise me of their finding or anything. Every time i call i am being advised of misinformation from the reps, they are not nice and do not care. They have an oh well attitude. I also received a new card and for the past 3 days I am unable to access any funds from card because the security code on the back of the card is not good. I spoke to someone on XXXX XXXX, XXXX at XXXX and they advise that they will be expediting my issue to corporate so that they can manually activate the card and it will be completed in 24 hours. i called back later that day to check the status and i was told that it was never expedited and they were doing it then and that was at XXXX. I called back on Friday and was advised that it takes 1-2 business for expedited issues and Monday was holiday so my issue will not be resolved until Tuesday or Wednesday. So now i have no access to my money, or direct deposit. I am unable to buy food for my child, put gas in my car, purchase my child 's medication or pay my cell phone bill because the people at Rushcard keep telling me sorry for the inconvenience. Currently my cellphone will be off because i have no access to pay for it and my life is going downhill because i can not pay my bills. and they are basically telling me i have to go almost a whole week with NO MONEY!!!!!! That is not fair and that is not how you treat customers. This as cause me so much stress and grief that i do not know what i am going to do and no one there seems or want to help or attempt to help or care about the fact that i have a child that i need to take care of and i only have {$2.00} dollars to my name and i am a single parent. I would not recommend this company to no one because when it comes to solving problems they are not good at it and they do not care that you have a life as well and everything as to be done with sending an email. And their phone system for some reasons always hangs up on you. 
",,"Empowerment Ventures, LLC",FL,331XX,,Consent provided,Web,02/18/2016,Closed with non-monetary relief,Yes,No,1787013
02/15/2016,Prepaid card,Transit card,"Managing, opening, or closing account",,"American Express Serve provided a free {$50.00} Card when purchasing an iPhone at XXXX. I used the money the same day and called several times to close the account. I was told the account was closed after dozens of hours and nearly a year later. Months later, I started getting emails that they now charge a {$4.00} monthly fee and I now owe money on the card. I ca n't get them to close my account after trying many times for the past year. 
",,Amex,NC,283XX,Servicemember,Consent provided,Web,02/18/2016,Closed with non-monetary relief,Yes,No,1787645
01/22/2016,Prepaid card,Payroll card,Unauthorized transactions/trans. issues,,"I have a ADP TotalPay card for my paycheck that is direct deposited every week. I used my card on XXXX/XXXX/2016 to pay {$20.00} to XXXX on my credit card bill and I had a larger balance showing that the payment was received. The payment posted within 48 hours but I tried to use my credit card on XXXX/XXXX/2016 and it was declined. I came home and pulled up transactions and it shows that the payment was returned. I called XXXX and they told me that the payment was not sent from my financial institution. I puledl up the transaction history on ADP and there is no record of this transaction at all, not even showing it was declined, let alone going through. I checked the payment history on XXXX and the payment posted on XXXX/XXXX/2016 from XXXX XXXX Bank with confirmation number of # XXXX but ADP is saying there is no transaction for this date. I was on the phone for about 3 hours trying to get it resolved and all they told me was they have to investigate it and it will take 1-5 business days to find my {$20.00}. I am extremely irate at this point ... it did n't take them 1-5 business days to not send my payment. Please help me. 
",,"Automatic Data Processing, Inc.",TN,377XX,,Consent provided,Web,03/02/2016,Closed with explanation,Yes,No,1753966
02/25/2016,Prepaid card,Gift or merchant card,"Managing, opening, or closing account",,"I purchased a car-wash card from XXXX XXXX XXXX XXXX in XXXX last XXXX 2015, which I used until the fall when the business was sold to another company, which I was not told. When I drove into the car wash, I learned that I could no longer use the remainder of my prepaid washes. My car was inside the car wash so I had to pay again & was told that they will not let me use the rest of my paid washes. I want a full refund. I was a customer for 15 years. 
",Company has responded to the consumer and the CFPB and chooses not to provide a public response,Bank of America,MA,018XX,Older American,Consent provided,Web,04/07/2016,Closed with monetary relief,Yes,No,1804446
01/29/2016,Prepaid card,General purpose card,"Managing, opening, or closing account",,"On XXXX XXXX, 2016, I requested a refund of my prepaid card 's balance since I had issues using it at a merchant. The customer service agent said I should receive a paper check for {$200.00} in 10 business days. 

On XXXX XXXX, 13 business days ( excluding the holiday ) later, I still have not received the refund check. Upon calling customer service, they said it may take up to 30 business days. The discrepancy between the original call on XXXX XXXX to what I was told on XXXX XXXX is alarming and give me great concern as to when I should expect to receive the check. It is a XXXX Prepaid Visa Gift Card, "" distributed and serviced by Blackhawk Network, California, Inc '' ; according to the back of the prepaid card. 
",,Blackhawk Network Holdings Inc.,CA,932XX,,Consent provided,Web,02/03/2016,Closed with monetary relief,Yes,No,1762696
01/29/2016,Prepaid card,Gift or merchant card,Unauthorized transactions/trans. issues,,"XXXX issued a {$50.00} "" rebate card '' that showed an expiration date but did not state anywhere on the card that the balance was forfeited at that time. The call center manager XXXX agreed that this was deceptive and had me contact his supervisor, XXXX Agent ID XXXX, a member of corporate support team CITI prepaid. Their phone number is XXXX. The card number is XXXX XXXX XXXX XXXX, XXXX XXXX, XXXX XXXX. This is a horrible practice and should have the same 5 yr ( at a minimum ) time limit that gift cards have as well. 
",Company chooses not to provide a public response,Citibank,MN,551XX,,Consent provided,Web,02/09/2016,Closed with explanation,Yes,No,1764136
02/13/2016,Prepaid card,General purpose card,"Managing, opening, or closing account",,"I have been an AMEX Bluebird cardholder since XXXX XXXX. On XXXX XXXX, XXXX, I disputed what I suspected was a fraudulent charge for {$240.00} on my Bluebird AMEX. AMEX issued a provisional credit to my account while it investigated the charge and notified me by email. On XXXX XXXX, XXXX, Bluebird AMEX informed me by email that the provisional credit was final and the fraud dispute was resolved. On XXXX XXXX, XXXX, my account was reviewed and closed by Bluebird because Bluebird determined that the {$240.00} disputed charge was valid -- some 3 weeks after it had sustained the disputed charge. 
",,Amex,CA,920XX,,Consent provided,Web,02/17/2016,Closed with explanation,Yes,Yes,1786768
03/01/2016,Prepaid card,Government benefit payment card,Fraud or scam,,"I have been a Rushcard holder since 2009! Recently I had applied for another card so that I can get my tax refund deposited on it. Well I have yet to recieve my card that already has my refund on it. It has been over a month and everytime I call the customer service they first of ca n't speak English and they apologize and cancelled the card that they claimed was sent and then issues out another XXXX card well they OVERNIGHT the card and of course I have never recieved my card nor money and this is my last resort. My husband aplied for a Rushcard after me and he has received XXXX and I have yet to recieve mine. I guess it 's because my card has money on it!!!!!!!!!! 
",,"Empowerment Ventures, LLC",IN,462XX,,Consent provided,Web,03/03/2016,Closed with monetary relief,Yes,No,1808067
02/25/2016,Prepaid card,ID prepaid card,Fraud or scam,,"I received a Prepaid Debit card in the mail with my name on it from a company called "" NetSpend ''. The letter that came with it explained how to active it and the costs. I was very upset that the card was created with my name and put in the mail. Even though this card was "" prepaid '' it had my name on it. Anyone who received it could have used it to establish credit in my name. I called the company to ask them to take me off the mailing list and how they got my name? An automated recording started and asked for the credit card number ( which I destroyed so I did n't know it ) or my SSN. How would they know my SSN? The call was then answered by a person. I asked the customer representative about it and he stated I was n't in the system. I asked him to remove me from their mailing list and make sure there is no account with my name on it. He stated I was n't in the system. If I was n't in the system how did I get issued a prepaid credit card? I asked to speak to a supervisor and waited over 10 minutes which the representative said was still busy and I should try to call back later. I am very concerned this could lead to identity theft. I still do not know if this company has an account with my name open or if it has removed me from the mailing list. 
",Company believes it acted appropriately as authorized by contract or law,"NetSpend Corporation,  a TSYS Company",AZ,850XX,Servicemember,Consent provided,Web,02/29/2016,Closed with explanation,Yes,No,1805017
03/15/2016,Prepaid card,General purpose card,"Managing, opening, or closing account",,"My card/account was lock, and according to an email i got was because of unuasual activity and i was asked to call the XXXX #. After i did they dont even know why my account doesnt work and was told that it will be scalated to a diffrent department and it would take 24hr-48hr. That was on XXXX/XXXX/2016 when i frist called, it is now XXXX/XXXX/2016 and when i keep calling they keep telling me the same thing. Not to much urgency in fixing the issue or letting me know what happen. 
",,Amex,WA,981XX,,Consent provided,Web,03/17/2016,Closed with non-monetary relief,Yes,No,1832764
03/19/2016,Prepaid card,General purpose card,Fraud or scam,,"I placed {$2000.00} on deposit was never paid any interest on my deposit charged interest on my own money and than denied when I lost my job for the insurance I had paid for. 
",Company has responded to the consumer and the CFPB and chooses not to provide a public response,Bank of America,GA,300XX,"Older American, Servicemember",Consent provided,Web,03/22/2016,Closed with explanation,Yes,No,1840539
03/02/2016,Prepaid card,General purpose card,Unauthorized transactions/trans. issues,,"I had a Prepaid American Express SERVE Card which was originally for a mobile wallet. I have n't used it in a year and in XXXX received an e-mail my balance was {$0.00}. and fee could n't be taken in full. I was unaware of any fee. I check and there was a lot of fraud transactions between my XXXX XXXX, XXXX statement and the XXXX/XXXX/XXXX statement. The balance had been around $ XXXX. I called and explained every transaction was fraud. He offered {$9.00}. back out of my {$57.00}. After many reps and their fraud dept. they started giving me credits well above my original balance. I tried to explain it was too much and just wanted my original balance back. I closed the acct and they refunded the high amount of {$85.00}. Now I get an email saying I have a negative balance, so I call and they want {$79.00} back. So now that leaves me {$5.00} credit from my original {$57.00}. 
I ca n't access online statements anymore and their customer service claims they have no access to anything before XXXX/XXXX/XXXX, so they ca n't see my XXXX/XXXX/XXXX balance and ca n't refund me any money. So basically they refuse to do anything. 
If you go read their Serve XXXX page many people have similar issues and there are many online forums with frustrated customers who ca n't get refunds. I 'm attaching my letter to them which has gone unanswered. 
",,Amex,NJ,088XX,,Consent provided,Web,03/04/2016,Closed with non-monetary relief,Yes,No,1812622
03/27/2016,Prepaid card,Other special purpose card,"Managing, opening, or closing account",,"I 've complained before about these rebate/reward cards and the fees because traditionally a fee comes with a service and they provide zero service. They take a monthly fee for what, not using it, kind of backwards logic but of course makes banks rich while robbing consumers. 

This complaint is not about that though. So I tried to use XXXX of my cards and it was denied presumably because I did not have the full amount available on the card which is XXXX point # 1. So you ca n't use the balance and pay the rest with another means of payment??? 

For convenience and so AMEX does n't miss responses which they traditionally do, that is question XXXX and I 'll make a list : 1 ) Can consumers pay with a reward card and even if the balance is not available for full payment, apply a partial payment? If not, why, too technically advanced for banking??? 
2 ) I would love to know how many cards other than being robbed with the fees, end up with small balances that never get used because you ca n't go over with the purchase??? i would basically like to know the possibility/probability of using down to the penny. 
3 ) To top everything off, I was charged a {$1.00} fee for attempting to use the card and for what??? 

This is just more ripping off the consumer to make millions and millions in profit ... In processing the note was that AMEX denied the charge, not the processing company, AMEX so this is their issue, their shortcoming, their greed ... 

The card number for reference is XXXX XXXX 
",,Amex,FL,336XX,,Consent provided,Web,03/30/2016,Closed with explanation,Yes,No,1851651
