Date received,Product,Sub-product,Issue,Sub-issue,Consumer complaint narrative,Company public response,Company,State,ZIP code,Tags,Consumer consent provided?,Submitted via,Date sent to company,Company response to consumer,Timely response?,Consumer disputed?,Complaint ID
08/06/2015,Money transfers,Domestic (US) money transfer,Other transaction issues,,"Merrill Lynch Wealth Management is throwing obstacles so consumers have difficulty accessing their own funds. On XXXX/XXXX/2015 I went online to do a wire transfer. I input correct B of A account and XXXX numbers. I called M-L to complete the transaction. Several times they tried to transfer me to a financial advisor ; finally I convince them to do the transfer and they confirm is it complete and should fund within a day. XXXX/XXXX/2015 funds are still not in my account. When I call, they say B of A rejected the transfer saying the account does n't exist. I recheck my online data for the transfer and it is all still correct. M-L says they can not show me the notice from B of A rejecting the transfer, that it is a 'backroom ' process. I convince them to do the transfer again, and they finally do. I believe M-L fraudulently stopped my transfer to keep funds in their company ; they did not contact me to let me know of any problem. Clearly, there should be no problem because the numbers on record for wire transfer in my Merrill Lynch Wealth Management account are correct. 
",Company chooses not to provide a public response,Bank of America,CA,926XX,,Consent provided,Web,08/06/2015,Closed with explanation,Yes,No,1506027
07/29/2015,Money transfers,Domestic (US) money transfer,Fraud or scam,,"I got a call from said name of XXXX XXXX ( XXXX ) XXXX he was calling from XXXXthat I was a Recipient of {$9000.00} grant to get this send {$220.00} to XXXX XXXX in XXXX so i did when no money came he told me that XXXX XXXX will release money XXXX told me i need to {$380.00} to XXXX XXXX.after I send XXXX XXXX ( XXXX ) XXXX he then told me the IRS had a hold to send {$590.00} to release the money in 15min.I think that I am a victom of fraud. 
",,MoneyGram,TX,782XX,,Consent provided,Web,07/29/2015,Closed with explanation,Yes,No,1492106
08/17/2015,Money transfers,International money transfer,Incorrect/missing disclosures or info,,"To whom this may concern, For my records, I would like to obtain all documents related to XXXX. This should include signature cards, paperwork, etc. I would like this information because I believe there may be an Electronic Funds Transfer error in relation to XXXX and as a consumer I have the right to dispute and review transfers such as these. 

All right reserved. 
",,The Western Union Company,CA,959XX,,Consent provided,Web,08/17/2015,Closed with explanation,Yes,Yes,1522993
08/31/2015,Money transfers,International money transfer,Fraud or scam,,"I received a call from someone saying they were from XXXX and that my computer had issues. The accessed my computer and my bank account to supposedly deposit {$200.00} into my checking account. They supposedly made an error and the deposit was for {$2800.00} and needed the extra money returned. What I did n't know was that the money was a transfer from MY LOC account. Needless to say I am out {$2500.00} at this time. 
The amount was a Western Union trensfer. The phone number I was called from is XXXX. 
If possible I would like assistance in retrieving the money. 
I should have went with my first instinct that this was possibly a fraud but they had locked me out of my computer using a XXXX viewer and I could not unlock the computer until they called me. TheThank your for any assistance you can provide. 
",,The Western Union Company,MI,490XX,Older American,Consent provided,Web,08/31/2015,Closed with explanation,Yes,No,1544374
08/17/2015,Money transfers,International money transfer,Fraud or scam,,"I was recently scammed. I sent a wire transfer to a person named XXXX XXXX, delivered to XXXX on Monday XXXX XXXX, 2015 at XXXX. The transaction took place at XXXX in XXXX Ky, and the MTCN tracking number was XXXX. Someone was supposed to be meeting me with a package with a stamp to win a prize. I realize now how foolish this was. I have called Western Union automated line and the funds have already been dispersed. Do I have any recourse? I have reported this fraud to my financial institution XXXX XXXX XXXX XXXX in XXXX, Ky. 
",,The Western Union Company,KY,401XX,,Consent provided,Web,08/17/2015,Closed with explanation,Yes,No,1522815
08/21/2015,Money transfers,Domestic (US) money transfer,Other transaction issues,,"My friend transfers fund to me according to my mobile number and I got a text from BOA saying that my account will be credited. However, I actually did not get the fund. The BOA said that the fund was transferred to the person who had this phone number before me because the phone number is bounded with his/her account, not mine. The BOA has tried to contact the person who received the fund, but got no response. The only solution BOA provided is to suggest me to call a lawyer to sue that person who received the money. XXXX reasons that I wan na make a complaints to BOA : ( 1 ) My friend is required to input the phone number and the recipient 's name ( My name ), but the fund actually went into a person with different name. The BOA did not match all the information. ( 2 ) I got the text from BOA saying that "" xxx sent you xxx. Your account will be credited ''. "" Your '' here should refer to the person who currently have this phone number, who should be me. 
",Company chooses not to provide a public response,Bank of America,MD,207XX,,Consent provided,Web,08/21/2015,Closed with explanation,Yes,No,1530880
08/09/2015,Money transfers,Domestic (US) money transfer,Other transaction issues,,"Dear XXXX XXXX, I spoke with XXXX XXXX from Wells Fargo XXXX on XXXX/XXXX/15 in regards to a missing wire transfer that I have yet to receive or returned back to my original XXXX account. He said that he would open back up a ticket to have the Wells Fargo XXXX research team investigate further into the funds that I am still missing. He also asked if I could forward you a copy of any information that I have that would aid in this process. With that said, I have attached a screen shot copy of the Record of my Wire Transfer, as well as the Federal Reference Number of the wire transfer which is XXXX. Please keep in mind that the letter XXXX could be a zero in the Federal Reference Number but either way, both XXXX Bank as well as the regular Wells Fargo Bank, were both able to show that the funds were wired to Wells Fargo XXXX. 

To bring you up to speed, I wired {$2900.00} from my XXXX Bank account to my Wells Fargo Bank CHECKING account on XXXX/XXXX/15 at XXXX EST, or so I thought. When I did not see the money in my CHECKING account the next day, I immediately checked my records and saw that I accidentally put my Wells Fargo XXXX credit card account number ending in XXXX instead. I immediately called XXXX Bank to inform them of my error and the bank representative informed me that it should not be a problem because the receiving bank will see that it went to a credit card and will just need to reject it. I was told that it would be back into my XXXX bank account in two business days. Well XXXX XXXX, it 's been two weeks and I still have not received my transfer money, nor does your bank seem to know where it is either. I spoke with a personal banker at Wells Fargo Bank by the name of XXXX XXXX ( XXXX ) more than a week ago about the missing wire transfer. He told me as instructed by someone from Wells Fargo XXXX or Wells Fargo Bank, to get the federal reference number and call XXXX. I did as instructed and spoke to a representative by the name of XXXX on XXXX/XXXX/15 at XXXX. He was able to use the the Federal Reference number to see that the {$2900.00} did in fact go to Wells Fargo XXXX and that I would have to call them to rectify the matter. I did as instructed and spoke to XXXX representative XXXX, who transferred me to Team Lead XXXX XXXX, who transferred me to Manager XXXX XXXX. All of whom were not able to do anything as far as locating my missing wire transfer. They said there screen would only let them look into the matter so far but that the Wells Fargo XXXX research team was looking into it. 

Feeling very frustated to my surprise, I finally received a call from XXXX XXXX who said they will reopen the research with the evidence that I have just presented you. 1. A screen shot of my wire transaction sent to Wells Fargo XXXX card ending in XXXX. 2. ) The Federal Reference number that shows where the money went. 3. ) The wire identifier number from my wire transfer receipt which is XXXX. 4. ) The transaction number which is XXXX. 5. ) The Routing/ABA Number which was XXXX. 6. ) The account number that it was sent to which is XXXX. 7. ) The day the wire was created which was on XXXX/XXXX/15 but it officially went out the next business day which was XXXX/XXXX/15 in the amount of {$2900.00}. 

In closing, I am highly frustrated that a bank as large a Wells Fargo and as long as they have been around, can not find funds from a simple wire transfer. Whether it 's Wells Fargo Bank or Wells Fargo XXXX, to me it 's still under the Wells Fargo umbrella and I 'm highly disappointed with the company as a whole. I do n't know how you all communicate with each other but I need this situation resolved. 
",Company chooses not to provide a public response,Wells Fargo & Company,GA,303XX,,Consent provided,Web,08/09/2015,Closed with monetary relief,Yes,No,1510036
09/04/2015,Money transfers,International money transfer,Fraud or scam,,"On XXXX XXXX I used Western Union 's online services XXXX. On the web page this company offers a high level of security for all transactions, XXXX of them is that the receiver will got the XXXX XXXX Track number XXXX to receive the money. The problem was that I never give to him the XXXX number, but he just knowing my first and last-name, and knowing my phone number could call to Western U. to change, first the receiver name ( for this change I never received a change confirmation to my mail account, in addition he needed the amount and the date of the transfer so, how this was a trade transaction he already knows these details. So was very easy for him change the receiver name XXXX unbeknownst to me XXXX and then, I do n't know how he could ask for the XXXX to pick up the money the next day XXXX XXXX XXXX XXXX. the XXXX XXXX night I called to the phone number provide by the company XXXX call us toll free XXXX at XXXX ) to cancel the transfer but in that hotline they told me that I should call between certain hours ( so it 's not a XXXX line and also the one who told me that was a record not an agent ) then I tried by chat but also I could n't do it cause the agent told me that he could n't do it for this channel so he suggested me to call to the number above provide. 
Other of the Western Unions ; security rules is that you can not make any change if you do n't call from the phone number provided on the web page but the think that Western Union should know is that now exist different programs through you can make phonecalls without use the cellphone ( physically XXXX but if the phone number. 
Finally this guy stole my money unbeknownst to me because all these security fails of WU. I would like my money back WU does n't comply with all the things that they offer in their services. 
",,The Western Union Company,DC,200XX,,Consent provided,Web,09/04/2015,Closed with explanation,Yes,Yes,1552161
09/04/2015,Money transfers,Domestic (US) money transfer,Other transaction issues,,"I used Paypal to pay for a large welder which was to be palletized and shipped across several states. I paid trucking co independent of seller. Seller did not bother to secure the welder or any of its accessories to the pallet upon which it was shipped and of course it arrived damaged which cost me many hours of time and a significant portion of the cost of welder and shipping to repair to functional, much less aesthetically the same as when it left sellers shop. I filed a complaint against seller, weeks later Paypal tells me only way to resolve the case was to ship it back to seller at my own cost, after I had already paid the costs to repair machine because I needed to use it and did n't have enough money extra to buy a second welder while I waited on a response from Paypal. I appealed this decision, Paypal contacted seller for their response, seller did not agree to a refund and Paypal told me there was nothing they could do. At this point nearly 60 days had passed so I contacted my credit card issuer to do a chargeback, they have no online dispute process so I 'm forced to mail dispute information and after receiving it credit card company tells me that because they did n't receive it within 60 days of the original charge they are unwilling to do anything to help me. I believe that Paypal deliberately draws out the length of their dispute resolution process to avoid the possibility of a chargeback when they fail to protect their customers from negligent or scamming sellers. 
",Company believes it acted appropriately as authorized by contract or law,"PayPal Holdings, Inc.",CO,805XX,,Consent provided,Web,09/04/2015,Closed with explanation,Yes,Yes,1553377
08/23/2015,Money transfers,International money transfer,Other transaction issues,,"never received first cardss : XXXX : XXXX XXXX 
",,The Western Union Company,MO,647XX,,Consent provided,Web,08/23/2015,Closed with explanation,Yes,No,1531885
09/11/2015,Money transfers,International money transfer,Fraud or scam,,"I SENT {$1000.00} TO XXXX THROUGH XXXX XXXX. THE RECEIVER NEVER RECEIVED THE MONEY AND XXXX XXXX REFUSES TO REFUND ME MY MONEY. THE TRACKING NUMBER IS XXXX. MY NAME IS XXXX XXXX PHONE NUMBER IS XXXX 
",,"Community Choice Financial, Inc.",CA,945XX,,Consent provided,Web,09/18/2015,Closed with explanation,Yes,No,1560644
09/11/2015,Money transfers,Domestic (US) money transfer,Other transaction issues,,"The wire-transfer to Chase contemplated a credit by Chase to a specific type deposit account for a specified amount of time, which was stated in the form of written payment instructions. The instructions stated, : "" This is a transfer to a secure time-deposit account for a minimum of 90-days. A notice will be sent to withdraw or extend for and additional 90-days ''. 
There are several different types of deposits and deposit accounts at Chase. One type deposit is a demand-deposit, which is a bank deposit the depositor may withdraw at any time without prior notice to the bank. This type deposit is made to a checking account, which is a demand-deposit account. The other type-deposit is a time deposit, which is a bank deposit that is to remain with the bank for a specified period or on which notice must be given to the bank before withdrawal and is in total contrast to a demand-deposit or a demand-deposit account like my checking account at Chase. So, there 's at least XXXX totally different types of deposits and different types of deposit accounts at Chase, and Chase definitely knows all of these facts. 
The written payment instructions instructed Chase to credit the funds specifically to a time-deposit account for a minimum 90-day period. The special written payment instructions provided Chase with legal notice, legal notification and thus, definite legal cognizance of the fact that the funds were to be credited by Chase specifically and only to a time-deposit account for a specified period of 90-days, and of the fact the funds were sent to specifically make a time-deposit. Chase received notice in writing of the specific type-deposit and type-deposit account to which Chase was to credit the funds. 
Chase failed to exercise good faith or ordinary care concerning its crediting of the funds. Chase definitely made a mistake when it credited the funds to the wrong type-deposit account and the wrong type deposit account beneficiary, in contravention of the written payment instructions on the payment order it received. As I see it, the funds were sent to a nonexistent and unidentifiable account and beneficiary. Chase 's mistakes are the sole cause of the end result of the funds credited to my checking account at Chase. It is impossible for this to happen without Chase 's mistakes. 
I think that I should be able to justifiably expect Chase and every bank to have commercially reasonable internal procedures designed to process a written transfer request in strict accordance with the depositor 's written instructions, to verify the accuracy of, and compliance with, written instructions, to detect and minimize inaccuracy, and to act diligently to remedy mistakes. 
My desired resolution to this matter is for Chase to admit the fact, in writing to me on it 's letterhead from one of its ' officers, that Chase made a mistake in its ' crediting of the funds to the wrong type-deposit account when chase credited the funds to my checking account and not to a Chase time-deposit account as instructed. I believed Chase owed a duty of care in its handling the payment order and it 's crediting of the funds to the proper type deposit account. Chase made mistakes in this transaction and I want Chase to say it in writing to me. I want Chase to apologize to me in it 's letter for it 's mistakes. Chase, also should say that but for it 's mistakes, the funds would not have ended up in my checking account. 
Lastly, the relationship between Chase and me, whether derived from common-law principles or premises upon Article XXXX or Article XXXX to the XXXX XXXX XXXX, is in the nature of an implied contract. As a result of the contract, Chase owed a duty to exercise good faith and ordinary care concerning the crediting of the funds to the proper type-deposit account, If it could not, then it should not have accepted the payment order and the funds. 
",,JPMorgan Chase & Co.,MO,631XX,,Consent provided,Web,09/11/2015,Closed with explanation,Yes,Yes,1560672
09/06/2015,Money transfers,International money transfer,Money was not available when promised,,"I sent money thru western union on XXXX/XXXX/15 amounting to {$2700.00} for emergency surgery of my sister and was told that the fund will be readily available. My sister tried to get the money on XXXX authorized western union office in the XXXX XXXX such as XXXX and XXXX but was told that the money is not available and they do n't have enough funds asked to come back on XXXX/XXXX/15 which is 5 days after the money was sent, she as also advised by the XXXX agent to leave the claim form without the money being released which sounded kinda fraudulent. I called the customer service here in the US but agent is not helpful and incompetent to handle the issue, i submitted a complaint to western union website but up to this time i have n't received any form of follow up from them. Pls help me resolve this issue. 
",,The Western Union Company,FL,322XX,,Consent provided,Web,09/06/2015,Closed with explanation,Yes,No,1554136
08/19/2015,Money transfers,Domestic (US) money transfer,Fraud or scam,,"I was scammed online, and did not receive what I paid for. Was not able to cancel payment in time on Paypal. 
",Company believes it acted appropriately as authorized by contract or law,"PayPal Holdings, Inc.",TX,785XX,,Consent provided,Web,08/19/2015,Closed with explanation,Yes,No,1525715
08/19/2015,Money transfers,Domestic (US) money transfer,Fraud or scam,,"I am a single mother of XXXX and of a military son. I had planned on buying a home, and now I ca n't because I am out {$4000.00} due to fraudulent activity. 

On XXXX XXXX, 2015 I was in the process of closing on a house. I was working with my realtor through email and phone during this process. It ended up that I wired my escrow money of {$4000.00} to a fraudulent account. The following is a detailed account of what happened. 

On XXXX XXXX, I worked with my realtor to sign the bidding paperwork for XXXX XXXX XXXX property in XXXX, VA. 

The next morning, I received a congratulatory email saying that the seller agreed to the bid and I will receive an email with the instructions for escrow and other documents. Later that morning, I did receive instructions and called my bank to proceed with the wire transfer. 

My realtor called shortly after to discuss me signing additional paperwork, then called again later in the afternoon to talk about escrow monies. I told him that I had already wired the money according to his instructions. He said that he never sent me anything today, and to stop and call my bank to stop payment. 

I did call my bank, and the bank where the money was being wired to, and neither party would freeze or hold the money to investigate!! 

My bank would n't do ANYTHING until I filled out a form, which, when I initially called to complain, no one, told me about any form, until my bank manager the following day mentioned it. I was told to make a police report, which I did. I NEVER, got ANY response from the local police to even say it was out of their jurisdiction. I feel really helpless in this situation. 

My realtor 's email was hacked! I want my money returned!!! That 's it! 
",Company believes it acted appropriately as authorized by contract or law,Navy FCU,VA,223XX,Servicemember,Consent provided,Web,08/19/2015,Closed with explanation,Yes,No,1526195
09/02/2015,Money transfers,Domestic (US) money transfer,Fraud or scam,,"I recieved this from a supposed debt collector stating : Arrest warrant ID : - XXXX XXXX which is going to be released on Wednesday XXXXAttention : This would be last and final warning for you! 

This Legal Proceedings issued on your Docket Number XXXX with XXXX of XXXX XXXX XXXX Company in order to notify you that after making calls to you on your phone number we were not able to get hold of you. So the accounts department of XXXX XXXX has decided to mark this case as a flat refusal and press legal charges against you. 

Case No. XXXXAmount Outstanding $ XXXXWe have sent you this warning notification about legal proceedings of XXXX XXXX, 2015 but you failed to respond on time now it 's high time if you failed to respond in next XXXX HOURS we will register this case in court. Consider this as a final warning. And we will be Emailing/ Fax this issue to your current employer to make sure they take strict against you. Your salary wages will be garnished. 

Do revert back if you want to get rid of these legal consequences and make a payment arrangement today or else we would be proceeding legally against you. And we apologies that this notification will also sent to your current employer. The opportunity to take care of this voluntary is quickly coming to an end. We would hate for you to lose the option of resolving this before it goes to the next step which is a Lawsuit against you, but to do so you must take immediate action. 

You can Email back to get the payment mode too. 

We will be forced to proceed legally against you and once it is processed the creditor has entire rights to inform your employer and your references regarding this issue and the lawsuit will be the next step which will be amounting to {$7600.00} and will be totally levied upon you and that would be excluding your attorney charges. If you take care of this out of court then we will release the clearance certificate from the court and we will make sure that no one will contact you in future. 

Please let us know what your intention is by today itself so we can hold the case or else we will submit the paperwork to your XXXX sheriff department and you will be served by court summons at your door step. 

Note : This notice is provided to you on behalf of XXXX XXXX XXXX and its parent company, and their respective family of companies including XXXX XXXX, its parent company, XXXX XXXX XXXX XXXX XXXX, and all of their respective subsidiaries and affiliates, ( hereafter collectively referred to as the "" XXXX Related Companies, '' "" we, '' "" our, '' or "" us '' ). The XXXX Related Companies include, but are not limited to : XXXX, XXXX XXXX XXXX XXXX XXXX, and all of their respective subsidiaries and affiliates, including those that operate under the trade names XXXX XXXX, XXXX XXXX XXXX, XXXX, XXXX XXXX, XXXX, XXXX XXXX, XXXX, XXXX XXXX, XXXX XXXX, XXXX XXXX XXXX, XXXX XXXX XXXX XXXX, XXXX XXXX XXXX, XXXX XXXX XXXX XXXX XXXX XXXX, XXXX XXXX, XXXX XXXX XXXX, XXXX, XXXX XXXX XXXX XXXX XXXX XXXX, or any company-owned XXXX XXXX XXXX locations. "" You '' or "" Your '' means you as a participant in or as a user of the products and/or services offered by a XXXX XXXX Related Company. 

WE MAY REPORT INFORMATION ABOUT YOUR ACCOUNT TO CREDIT BUREAUS. LATE PAYMENTS, MISSED PAYMENTS, OR OTHER DEFAULTS ON YOUR ACCOUNT MAY BE REFLECTED IN YOUR CREDIT REPORT. 

TERMS & CONDITIONS YOU AGREED. 

By electronically signing this Loan Agreement by clicking the "" I AGREE '' button below, you are confirming that you have agreed to the terms and conditions of the Consent and that you have downloaded 
",Company believes it acted appropriately as authorized by contract or law,Ria Financial,RI,028XX,,Consent provided,Web,10/05/2015,Closed with explanation,No,No,1550362
09/09/2015,Money transfers,Domestic (US) money transfer,Wrong amount charged or received,,"XXXX/XXXX/15 I requested a Paypal Credit line to use for an upcoming purchase. I also requested instructions in advance of that purchase, so that the purchase would qualify for their promotion - 0 % interest for XXXX months on purchases over {$99.00}. I received an invoice for my purchase and made a downpayment of {$500.00} using Paypal credit. When I received the merchandise I made a second payment of {$1700.00} ( so both transactions on that invoice qualified for the 0 % promotion ). When I noticed that I was charged interest by Paypal credit, I called to dispute the interest charged. I was told verbally that they agreed that I had made the purchase following their instructions and should have qualified for the promotion. That person indicated I would receive an email with the dispute resolution in 24-48 hours. The email that followed said I did qualify for the promotion and would see changes to my account in another 24-48 hours. XXXX days later the interest was still on my account. I called again on XXXX/XXXX/15 and after several discussions was told that because I made XXXX payments on the invoice it voided the promotion. I asked that Paypal refund the interest charged, since that detail had never been adequately explained in previous conversations. ( Indeed other Paypal reps had indicated I qualified for the no interest promotion and it should be resolved to my satisfaction. ) On XXXX the "" supervisor '' I spoke with ( XXXX ) refused to remove ( or credit my account for ) the erroneous interest charged. I feel Paypal Credit owes me a refund of {$28.00} - a small price to pay to retain goodwill with a responsible customer. 
",,"PayPal Holdings, Inc.",WI,535XX,,Consent provided,Web,09/09/2015,Closed with explanation,Yes,No,1556697
08/28/2015,Money transfers,Domestic (US) money transfer,Fraud or scam,,"On XXXX XXXX, 2015 I made a trade for virtual currency in the ammount of {$90.00} XXXX from my XXXX ) to XXXX XXXX XXXX I received confirmation emails from XXXX parties telling me that my funds had been successfully sent from XXXX and received XXXX. Within less than XXXX hours I found several rewiews about XXXX warning people that this site was a SCAM! I imediately contacted Skrill and explained to them the situation. I received an email confirmation that they had received my inquiry and would take care of it as soon as possible. I also contacted XXXX several times and received NO respose. 

It has now been XXXX week and I have heard NOTHING else from XXXX or XXXX. I sent a follow up email to XXXX today XXXX XXXX XXXX, 2015 ) in regard to to same inquiry. 

What can be done about the {$90.00} XXXX that have lost? 
Thank you 
",,"Skrill USA, Inc.",TX,775XX,,Consent provided,Web,08/28/2015,Untimely response,No,,1542223
09/04/2015,Money transfers,Domestic (US) money transfer,Fraud or scam,,"I found tickets from XXXX for XXXX seats at the XXXX XXXX concert in XXXX on XXXX XXXX. I bought these tickets from the seller and payed him through pay pal. The amount was {$490.00}. When I got to the concert the tickets that he sent me were not valid and I had to purchase additional tickets at the door. I have contacted the seller and he keeps avoiding refunding my money. 
",Company believes it acted appropriately as authorized by contract or law,"PayPal Holdings, Inc.",SC,293XX,,Consent provided,Web,09/04/2015,Closed with explanation,Yes,No,1552746
09/10/2015,Money transfers,Domestic (US) money transfer,Fraud or scam,,"I was sent {$25000.00} by a company that I assumed owed money to a woman I had been talking to. I then sent her a majority of that money and shortly there after the money was requested to be returned. The company was XXXX XXXX XXXX out of Nebraska and they use the First National Bank of Omaha. They now have all of my accounts at XXXX bank frozen. 
",,First National Bank of Omaha,WI,531XX,,Consent provided,Web,09/10/2015,Closed with explanation,Yes,Yes,1558473
10/13/2015,Money transfers,International money transfer,Fraud or scam,,"On XXXX/XXXX/2015, I received a phone call from an online computer service provider. They told me they were going to refund my fees paid to XXXX. After hours of trying to connect, they scamed me into allowing access to my bank account information. Showing me they had an account at the same credit union. Anyway they claimed to deposited excessive amount into my checking, ( which was transfered from my savings. ) And that i would have to send them a money gram for the excess. I did all this and realized what they had done and cancelled the money gram in time to get my funds returned. 
XXXX XXXX XXXX XXXX XXXX XXXX XXXX was a supervisor at this company. He ensured me everything was alright. and gave me a transfer id #. and showed me his account with XXXX XXXX XXXX XXXX. They requested funds be sent to a XXXX XXXX in XXXX. 
",,MoneyGram,NE,685XX,Servicemember,Consent provided,Web,10/13/2015,Closed with explanation,Yes,No,1603423
10/13/2015,Money transfers,Domestic (US) money transfer,Fraud or scam,,"On XXXX XXXX, 2015 I received a call from XXXX then I picked it up, a guy named XXXX XXXX told me that he worked for XXXX for grant money. Then XXXX told me that I was qualified for XXXX $ I was excited then he asked me for all of my information including my social number.I gave him all of my info than he transferred to a different number which is XXXX they asked me to send a XXXX $ fee than I could have XXXX {$.00} They have more numbers which are XXXX, XXXX, and XXXX. If those numbers call you do n't pick up and block the numbers. 
",,The Western Union Company,NY,108XX,Servicemember,Consent provided,Web,10/13/2015,Closed with explanation,Yes,No,1603447
10/13/2015,Money transfers,Domestic (US) money transfer,Fraud or scam,,"I received a phone call from XXXX A lady name XXXX XXXX with XXXX XXXX XXXX treating me with jail time of 5 years if I do n't send her {$4100.00} by money gram then they had me running around town to a walmart and I was supposed to be in phone checking the them every minute if the phone call got disconnected I would be arrested. They demanded not to tell any one and send XXXX money grams to XXXX XXXX in TX for {$670.00} and XXXX XXXX in TX for {$600.00}. that was XX/XX/2015. Today XX/XX/2015 call me from another phone XXXX But my husband cussed them out and they stop. Now they stole from me {$1300.00} I was afraid for my life it was so disturbing. They yelled at me and it sound so real. 
",,MoneyGram,UT,840XX,,Consent provided,Web,10/13/2015,Closed with explanation,Yes,No,1604375
10/13/2015,Money transfers,Domestic (US) money transfer,Fraud or scam,,"I was contacted by A company called XXXX XXXX XXXX stating I was approved for a loan up to {$5000.00}. I stated I did n't need that much and would only like to take {$3000.00}. XXXX said "" well ma'am your already approved for {$5000.00} so you might as well take the full {$5000.00}. '' I then agreed. I cant remember how much the monthly payments were going to be and for how many months. XXXX stated all I had to do was send {$180.00} through money gram and I would have the money in my account by XXXX the following business day because I got off work after banking business hours. Well as to my surprise the money was NOT in my account by that time the next day so I called and asked for XXXX and he stated there was an issue with the money going into my banking account and that it was n't accepting the money. So he was going to send the money another way and all I needed to do was send so much more money. This went on and on for weeks it seems. Before I started this with XXXX I stated to him that I had already been frauded by another company and he asked what company it was, and at this point I do n't remember what the companies name is, he stated to send him a pic of the receipts and he would include a refund to me from being frauded by them and that he was so sorry that, that had happened to me so I did. I have sent this company, {$2300.00}. Yesterday XXXX/XXXX/15 they stated I needed to send them {$290.00} if I wanted my money and they would send it through fed ex and that is what the fee would be. I asked why are they trying to send it through XXXX all of a sudden and the stated because it is XXXX XXXX and banks are closed. I stated to XXXX that I did n't have {$290.00} to send because I sent them all my money last week and I would just wait until tomorrow. I had gotten upset on the phone because I was constantly promised that I would n't be asked to send more money and every time these people contacted me there was always an excuse and I needed to send more money so this is not only financially stressing me out but emotionally as well. I did n't apply for a loan just because, it was for a purpose.Today on XXXX/XXXX/15 XXXX contacted me and stated that he was going to transfer me to his Supervisor by the name of XXXX XXXX badge # XXXX and wished me many, many congratulations. At this point I was thinking FINALLY! I 'm going to be done with this, BUT ... ... NOPE!!! XXXX XXXX XXXX gets on the line and stated that I need to send {$270.00} for the XXXX XXXX fee and then I would get my money. I questioned him as to WHY are you sending it XXXX XXXX now? Every time I talk to someone they change they way they are sending it. XXXX stated that Money Gram would only accept {$5000.00} so they had to send the other {$2000.00} differently. I stated to XXXX XXXX XXXX that I did n't have {$270.00} because again as I had stated earlier I have sent all my money to last week and literally have none!!!! So will you please just cancel my application and send me the money back that I have sent you? This is when XXXX XXXX XXXX stated to me that if I do not send them {$270.00} dollars they would contact my employer and have a bench warrant issued for my arrest and have me arrested for with fradulent charges and I would have a felony on my record with several fines. I have also been told before that I would be put on the black market and would not be able to apply for a loan anywhere within the United States FYI : In the following attachments towards the end of the pictures, the text messages I have included is the phone number of XXXX, the man I was dealing with the whole time until the very last day on XXXX/XXXX/15. The date of this claim. Also on the information for where you send the money from, sometimes I went to CVS to use their Money gram and then sometimes I went to Wal-Mart to use their money gram. However it was always through a money gram. Wit 
",,MoneyGram,LA,707XX,,Consent provided,Web,10/14/2015,Closed with explanation,Yes,No,1604462
09/28/2015,Money transfers,Domestic (US) money transfer,Fraud or scam,,"On XXXX/XXXX/15, my car was vandalized and my purse was stolen out of my car, including credit cards, checks, my driver 's license etc. The incident has been reported to the police, and my insurance company. I cancelled all of my cards that day, and I notified my bank, XXXX XXXX XXXX XXXX. Please refer to attachment C for the police report, and attachment F for the report from the autoshop. 

On XXXX/XXXX/15, the thieves took out XXXX money orders with Money Gram over the internet using my license and my checking account information. This took place while I was physically at the bank. The bank immediately reversed the money, and credited it back to my account. My bank also notified Money Gram that this transaction was fraudulent on the XXXX of XXXX. 
Please see attachment D for the transaction records to Money Gram, and charges made XXXX. 

On XXXX XXXX, I recieved a letter from XXXX XXXX XXXX indicating that I owed money. I responded to XXXX explaining the situation, and that this had already been reported to Money Gram on XXXX XXXX, 2015. I included a dated letter explaining the incident, I included the police report, the records from the autoshop, the bank records showing all of the fraudulent charges, and the letters from XXXX for verification purposes. 

On XXXX XXXX, 2015, I recieved another letter from XXXX explaining that I owed money, even though I had responded on the XXXX of XXXX explaining the whole scenario. 
I am usure of where the money was transferred, but XXXX and Money Gram should follow up with the recipients. 

I am officially filing a complaint against Money Gram and XXXX XXXX XXXX for irresponsibly sending out collection notices after being supplied an official explanation of events. 
",,MoneyGram,CA,906XX,,Consent provided,Web,10/01/2015,Closed with explanation,Yes,No,1583135
09/17/2015,Money transfers,International money transfer,Fraud or scam,,"To Whom it may concern, My name is XXXX XXXX on XXXX,2015. I went to Walmart and sent my mother {$310.00} plus {$9.00} thru Money Gram. It is now XXXX,2015 and they wont refund my money nor give my Mother the money I sent to her. I have called continously with no avail and visited Walmart with no avail. MoneyGram employee 's have given me bogus names and agent id numbers and hang up in my face. The only thing I want is my refund. Sincerely XXXX XXXX XXXX 
",,MoneyGram,FL,326XX,,Consent provided,Web,09/22/2015,Closed with explanation,Yes,No,1568930
09/23/2015,Money transfers,Domestic (US) money transfer,Other service issues,,"I was making a payment for an item I purchased on eBay through PayPal. While making the payment, Paypal had me put in the DOB and SSN. I did not realize I was signing up for credit line with Paypal. They pulled my credit and gave me a line which I did not want. This is a very deceptive practice. How can they get away with it? 
",,"PayPal Holdings, Inc.",NJ,070XX,,Consent provided,Web,09/23/2015,Closed with explanation,Yes,No,1576059
